AreaCode,AreaName,CategoryAttribute,Denominator,Factor,IndicatorCode,IndicatorName,IndicatorShortName,LowerConfidenceLimit,MetricCategoryName,MetricCategoryTypeName,Numerator,TimePeriodName,UpperConfidenceLimit,Value,ValueNote
E54000055,NHS Birmingham and Solihull Integrated Care Board,Persons,86965.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.64,1 - most deprived,Deprivation quintile,58230.0,To March 2023,67.27,66.96,
E54000055,NHS Birmingham and Solihull Integrated Care Board,Persons,34460.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.01,2,Deprivation quintile,22915.0,To March 2023,67.0,66.51,
E54000055,NHS Birmingham and Solihull Integrated Care Board,Persons,22920.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.08,3,Deprivation quintile,15515.0,To March 2023,68.29,67.68,
E54000055,NHS Birmingham and Solihull Integrated Care Board,Persons,11585.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.86,4,Deprivation quintile,7730.0,To March 2023,67.57,66.73,
E54000055,NHS Birmingham and Solihull Integrated Care Board,Persons,13950.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.61,5 - least deprived,Deprivation quintile,9680.0,To March 2023,70.13,69.37,
E54000062,NHS Black Country Integrated Care Board,Persons,184820.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.94,Persons,Sex,124105.0,To March 2023,67.36,67.15,
E54000062,NHS Black Country Integrated Care Board,Male,92355.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.53,Male,Sex,60805.0,To March 2023,66.14,65.84,
E54000062,NHS Black Country Integrated Care Board,Female,92465.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.16,Female,Sex,63300.0,To March 2023,68.76,68.46,
E54000062,NHS Black Country Integrated Care Board,Persons,4480.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),47.73,18-39,Age group,2205.0,To March 2023,50.65,49.19,
E54000062,NHS Black Country Integrated Care Board,Male,2325.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),42.14,18-39,Age group,1025.0,To March 2023,46.13,44.13,
E54000062,NHS Black Country Integrated Care Board,Female,2155.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),52.52,18-39,Age group,1180.0,To March 2023,56.69,54.64,
E54000062,NHS Black Country Integrated Care Board,Persons,48245.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),55.85,40-59,Age group,27160.0,To March 2023,56.74,56.3,
E54000062,NHS Black Country Integrated Care Board,Male,26775.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),52.49,40-59,Age group,14215.0,To March 2023,53.69,53.09,
E54000062,NHS Black Country Integrated Care Board,Female,21475.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),59.64,40-59,Age group,12945.0,To March 2023,60.95,60.29,
E54000062,NHS Black Country Integrated Care Board,Persons,94085.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.05,60-79,Age group,65250.0,To March 2023,69.64,69.35,
E54000062,NHS Black Country Integrated Care Board,Male,48110.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.89,60-79,Age group,33340.0,To March 2023,69.71,69.3,
E54000062,NHS Black Country Integrated Care Board,Female,45975.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.98,60-79,Age group,31905.0,To March 2023,69.82,69.4,
E54000062,NHS Black Country Integrated Care Board,Persons,38010.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),77.17,80+,Age group,29495.0,To March 2023,78.01,77.6,
E54000062,NHS Black Country Integrated Care Board,Male,15145.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),80.07,80+,Age group,12225.0,To March 2023,81.33,80.71,
E54000062,NHS Black Country Integrated Care Board,Female,22865.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),74.97,80+,Age group,17270.0,To March 2023,76.08,75.53,
E54000062,NHS Black Country Integrated Care Board,Persons,25980.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.54,Asian,Ethnicity,17175.0,To March 2023,66.69,66.12,
E54000062,NHS Black Country Integrated Care Board,Persons,8935.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.35,Black,Ethnicity,5125.0,To March 2023,58.39,57.37,
E54000062,NHS Black Country Integrated Care Board,Persons,9980.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),57.75,Missing,Ethnicity,5860.0,To March 2023,59.68,58.72,
E54000062,NHS Black Country Integrated Care Board,Persons,3520.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),59.11,Mixed,Ethnicity,2135.0,To March 2023,62.32,60.73,
E54000062,NHS Black Country Integrated Care Board,Persons,1430.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),55.86,Not stated,Ethnicity,835.0,To March 2023,60.95,58.42,
E54000062,NHS Black Country Integrated Care Board,Persons,133790.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.71,White,Ethnicity,92265.0,To March 2023,69.21,68.96,
E54000062,NHS Black Country Integrated Care Board,Persons,1190.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.59,Other,Ethnicity,705.0,To March 2023,62.13,59.43,
E54000062,NHS Black Country Integrated Care Board,Persons,81745.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.03,1 - most deprived,Deprivation quintile,53420.0,To March 2023,65.68,65.35,
